MPI,lastName,firstName,birthDate,birthPlace,gender,value10
1001000009144,Hesse,Henny,04.12.1078,Uelzen,M,JcSBC0AJAo6g2GcLEMAdRBcCrWCBoQ4RkKEKUQqxkGEgAbCBmIKAsIMxSqU+kBsRuVENqCsIMYwCzCEiASGLLgA1UYwFebhCIkGU5+BgKDEBZGyUgQmAeJy6B5hCmJNBHMIl2bI8aQsKmaAQBBoO+zAIkDHkeBIZPwRmSII=
1001000009151,Conradi,Harri,03.10.1004,Bad,F,JVGSUUEIElYwQ5FRhcEJZHAT/3+cuAIg0d2pYVigURERwKgTMAHBARoUAEU9EQgNHVEAIHE0QvQAaJJjAgHHoQEhBRacCQQWAVkBkPDAwFED0MATgYTRryohQBAkUBAUOIgWkMARVzlwQElBBBJXgQIAF4g4JDIHA1sQGEE=
1001000009168,Sauer,Eva-Maria,06.10.1511,Holzminden,U,rXiwmEQQyjYE4F0FFoQltActXMiw9+9ceplI9QqQVC+Bu6fzkkAyFTj+/w13HBIlHTFGNVC1A5fyMTBjZhQGpQxDXSxMWRAQKH0UldAFDmUxcMFXigVkFIgwBZw0cxHWHMYAcPHVFwVZMSAYC1D6kbACDFBE8Cb1kCwRdZA=
1001000009175,Ziegert,Ahmad,10.08.1009,Witzenhausen,X,pUefElpIF7JrR/KJPEAThHU8XHGwKZoQ+5SP2QS1WWXRJyIj5AsbNVoVUlUigTFJuXdDqJAQzYwSBRRiCYQfvo1NfnAcAXN4SBxVu9q1hUZEdWAU6A+JlmhgPxQDERcbONMBMDownSd8YOEQ4hLXQBkB5o4gVv8BMJxVFEI=
1001000009182,Heser,Kemal,08.01.1059,Aurich,M,pkqiCUDAg+ZG4TKAJIMNhAYADmOR6ksAIKIL2QrAGyBlKDOBEAgGgyr+/zk6gRMBiuOCoCCKVwQx6qwmCSQeADhZG4Qkg+QiGEyE5viEseAIZGgUqyAAJMwgkB5okIsamkIikQRYAAOiqGAAIFYX6xAK3QooamoAiA5cHkE=
1001000009199,Hoffmann,Marian,26.09.2004,Forchheim,M,MRwaYECN2zTAgsMHBkEC5WOCkTEQ6wrV0ZgCgWKHVErgAIKwHMiayRgreNI1iQJJ+kIG3jbYkpqBxDjSARcI9GCsaoBdjCA6jtzVpPJNIAEkdujTKAQCZPpggZAjUIhyS8BqkHcJtgswCKvgRBpSmxjgx4pmaqgO3DpdHeA=
1001000009205,Roehrdanz,Othmar,31.07.1409,Euskirchen,M,DdwCAvgIWwRiwofDVBQypieg2kpAtp7XWgTfkUISdQOawX9TiUALmUv//1czofP5oV4mplyCQqDBpiR2JhYM8QApWpoEwRJ9GjXVdN+OICGT5AjWisciLJZi34zFUolSKsRoCBZYtQNpDSvBqCLSS2GCogoCfvdVkEZECms=
1001000009212,Jaentsch,Ulrich,03.09.1309,Hildesheim,X,aVgLWkHNFgzsWAbIhIO/pSdAGRHawg5+QzhLK66SHUiQDMpHlMEYnYMdKAs61UkAiKIIoQ1kA4KOxA2yShKMoVQoTtwceKSwSNyp6qohhkkEbOAawEi46RlusLggmYhQOIoKFIaZDxkkWDlAZCiKmwMNdgsAenKQ0xpPGQA=
1001000009229,Hoerle,Waltraut,11.08.1004,Jueterbog,X,p+GQToXopnY6aD0OCORBRCcsTCHwkhKg+3XLwdXlXm6QJicjmEPYCkIaYHN1hGFYOvNQJiYwAZ9ioxgyj7sPOD2xH5s1Law0YGMkt7J08mckfGGm5gCirj4gY5GQEVIemtpI2EXwIJNYdDZNZRPTkzVBrCIksxscNB4UN/Y=
1001000009236,Wiek,Edelbert,02.10.1511,Bergzabern,U,zXOUXlksknNoQuwBHoJ7SAU4Tkm4PoZWqBmY5SKFHKw8qjRDqEC6cSozAheUagJpH0XVqkE24IxCg1Inah9XAglMzCw3URv0FDIEmZSyVGQYUEDDwIjlAwrsXIAEcxUGHFIVNyBUE/d1YCBMBtv2ATEWiKRk1Y5gfFw1EtI=
1001000009243,Lindner,Claudius,04.08.1408,Sankt,U,gfDgFGRIzo6uQjyANUEkBlYWboSINkImKGBqDVgJFiqRccVTgUHArRr+/1VMmsQEbbmMInEEBdAiw5AuBS9LkTxQzigMSExEKIZQEdLNn1ZDXAROwgFGRCiHjVgTkQgPD9MIxWLWIGwIxEIG9EHabngAZKI0Dd5EBCsCEtU=
1001000009250,Raedel,Vitus,04.08.1502,Burgdorf,X,Ce0uCEBuPKrOQRQdsmgoABcAb9EgBBco898LrSyJONJ9AphDvkCIYiohAROE8IooniyLPigwbIgSgMIuIS9fAgxliDycGCiyejIKY5TSoWslhSgvgInpqurOGxgu8cjIEkAb9jBYMIxKSKCGVBqKnzoDBip+5FIoRBICFgI=
1001000009267,Haenel,Emma,05.08.1004,Gransee,X,LUkYiEBoBp4CSxKZIEUpzEIAbMWU4qMEYzMKQcSLWFp5iGgDkAjODVoagBEc2w4FPDDKJinQRAR4QJFiwycaFW0JihwcCyESeUQIqpJD7eoEVEEaqswaiGqoFN0CmTgYe8AJlWJQGIsRwuagRBCOrzAbzEogbjISQAoSVgQ=
1001000009274,Ritter,Jadwiga,23.09.1004,Angermuende,U,r1mQkiFZAhqCQ0SRPM8ZOCZAToDwMjIyVroKTJLWdmuRIqNTgiiCScr//wMnFLEpnfNCJmyzB4YixRciCgcHvbhpHgA2aZgSMFsWobL0dmARfflXkCVyh9JiG5nwEyqWco4pkNh8N/MZIgNkJnGyoh8gkgwuImZxMyo1CmQ=
1001000009281,Ditschlerin,Ruthild,16.09.1310,Hansestadttralsund,M,p9HezEX9whaayxaHIWO5dCdAfpCV0Nsu0B/bZPOjNGOW7Oc/npDThHE93CUxka77mBMU5MkTH7RO5jzizZ5b9Qk8udMUxRUxUVnr+PonZHEV8OhbxghePOhuoRZjF8jiu9utFfO4ykl5+qGDSBhXrzJ4/7+RflJalI5crmk=
1001000009298,Hesse,Apollonia,26.08.2007,Beeskow,F,IBzSg/BEzFyLBzKHw6UYbA4ihVExjWjisrBQMYnAcWlBgBwoOplQwBO5yhW2qAhZuVHtFC6YXdoEypqHC72vLEhdGQ/JKJISYnFlBdAO7OEA1QWBAQCBRN4ggjhkg67MOFoRUsMZIRt6oJKQgDAG3Rq0jjFq9hwZL6AeHoY=
1001000009304,Schenk,Karina,30.08.1908,Sternberg,X,IVJLrQf81slOWnWJIqUQ4ClMfBGCnGjAo4kLIYSID0B5SpSziAKAABIIJ3MriQgMiGDMIlnNA7DCiExyZzY/7IwBqpB8SKAUbgwNS+gkxBIcJIkHwAzeqejsVBog2VAYGFBEw+Q4h1VyQCJMZbrC6RFFLkZmcVM0eAhmQlA=
1001000009311,Trommler,Volker,13.08.1006,Fuessen,X,j0iYXkVgLBIa5DKLeKCbjkUaz9HwxoqaYxBKQRzzOmlYIKOjgoIElgj+/x0AnRKBufUjKQxyCqQuCFjxAwILKky1X5scITmRxQFmqv4s1EhkVvgQrEEIiwoqDgiAUQu6tMpqEJCwsYIRSKBoSBqSDhQJnIMyGnIbtARQAaA=
1001000009328,Ernst,Filippo,14.08.1613,Geldern,F,i8nDDwXg0I2jUHCHkIC4DUVAnOaKKko0tJQIKwjhwmgUtYibORuA9aIJajcenSpLqDEA6C0EIchOwrqswwSJrQkJSI31KRQmqEkFypAsg20E5KIMhCiISUiCxowhlJsaENJEQCS4H3oIVIJEALraxhMOBpSsMc6T9BwFWHA=
1001000009335,Weinhold,Waltraud,02.12.2021,Steinfurt,M,QP0DjAbFtiBNph+BQqUUDUc/xWGxFl6Q2f/r0BsFBkzXAyVFAIMYhlQibaJgxANEm0YFsbMAgRvhg6iUhTJMCFXdBiuDQaQgAifAdyykO79V4CkKZgnGqupkhwGoCMBlCdUqEUWSqqUgbSBYYBmGHrEI6QNOi50MNRkgK5I=
1001000009342,Cichorius,Marika,15.09.1912,Beilngries,X,AXYpoVS9nnqsQCWLoCUyp2AUOzFxSGpy54l6ea8LSUm1BbXRgIEK0TM5QC8pQQApGTpL4RPlQtnFxBTjI18vpPSNqRQWyGkUavy+x8CMFEEH58Ea+EUjoMhhOWg8cQxxLJAatuEQp0RRWelI5ATPqRgRV6dITjI9QVoGVWA=
1001000009359,Briemer,Christiana,27.09.1910,Donaueschingen,M,pdab5VWNDxJ4w9cFHY2JJLexHHDxqSoSXJp7wNqeVWGhoqd76LBUtBn//7c5jTIZWVNGogC1xp6FxHyyAgcftJhpejQUwxs0qB2t4dgVfPvffcmX4A0LNxphBA+1FYEadNIxEfCxG+h5WM89Tbs3y5ZIst9NPIYRM64VOHA=
1001000009366,Hendriks,Auguste,11.08.1112,Herzberg,M,oHTQK+FZmk4qyT8aIoBodDIJD0CRmhowuJk6iVusAHmhEpUJOAqQgEAoChN51V/dvWkLpE4QJtiiyG0iLxgZqQhNgsgnCAgUDkiCM4CEoo0RdKyPsghYaNhIWxggHLJJGEBgSciwKhkaLZdfBQuK23sArCE8vgoIPRoWDtE=
1001000009373,Fischer,Paolo,07.09.2011,Goslar,X,hMTvCcCM1YoMBG6JQ6IRrexbn/PgkggQy5cL1ISVHXjcqTgEobkEkCL//wKiqSARmHMEWDRAAJyIHG+MUBIexA0NCBxWpSAU+h0JmkgNIM0MbMAIQCwUoJBglw4AMY1CFtpJCKEcKhIiVPcJYAOS2B4Nq9IQ8lqMDghMRLY=
1001000009380,Wulff,Hans-Guenther,02.08.1303,Suhl,U,5dmh2UTMFK7OWL1YBSKxRNa0fLAKlC9IKsCYLUiORLx1JVzDGAEQBQ7+/9MewQlczcWooUlkwiBYDSAmxbTtw01lDIRt1AU0KcQQ25Tk1EIAxaLGwlncCsvIBJkE2xk+GEIMASLcClUG+hgEQEseW3PIlEJ8IIbYnxBKACI=
1001000009397,Kuehnert,Branko,18.09.2004,Auerbach,U,g0ewWV0M4/BogZShP8DCEi+IRaNwOpMC0vVDjBJCnmr5YAPAgCjADSt7IxImBiFKlGPAsmo+RIkTpbgGCgchKTltDpU8yohzMtgB4fLEXH0AcApFYijDvupggBsHExrWFsIykIVFaJLwMItEhFL5M1cAmmokL45NMI4WGmA=
1001000009403,Mies,Gina,12.09.1008,Rottweil,X,ZEiwhgTJnroKQheIgocLGSIQOgmRjPISb7GKaS7IGHyZKDmHoAiAoFMbTBsImMAQGSrVpgGSgQaIhJAiI6QKlEy9OJA8SSozaZyg6/AA0BItdlMKiJgAqIz0KSgOkQg9EsCCEXAwiiAYWakA8DOKmAgpDqMgKNowQQoXAbg=
1001000009410,Roskoth,Monika,07.08.1813,Hildburghausen,F,bcoLisDgkYRu0DWh/ye2hA9wf3ICqLrxMIMIt2i5ZQ07wF/P+DMIFwIMoz84gPjJqXXuJCDMqPgKVeJib6S9pABhc5iOqzGSKO/G/9+goBtF5qMbm0VIlEiivy4gkIv5Osguefe96QuJAdgEojsCLSEYpggqf9cxsZYKFCI=
1001000009427,Gunpf,Faruk,21.09.1704,Vohenstrauss,U,oVhwuoAdE85RQW0TdGUkCvNoeAAWcgJEUBPap0iwFHuKYQ9bSEnDEfCDpGMFCTpFDdZRrvyErpALTUh73ReMkkhp1pgVyBCklDTRmd7s5sBgZQBbkF3SDBhKShIIU4hXfsBirhDUnSMYANOBBPJSVgCYbo53IDZPttpdmCA=
1001000009434,Troest,Dragica,12.09.1902,Hofgeismar,F,YEevpAxNMCZ29RWAwg1apa0YT4xBiC7w3PUZIUrAWV+d5A1NMlEAkGM7SGUTSFzYmddjpCmRoVqAvc+vTxxdBNEdI9nUQhAmK9wEYdwMED0R4AOE70iqqr50UQjokBBdCJhDGHN8uw9hcSHoJgliARAQmzNpKMoc5UBGCZI=
1001000009441,Holsten,Hans-Guenter,07.09.1704,Brilon,U,odPpGFCIEgwMTOabxXQ5zHeD3eAgmmNYUkAbPCiHVXqXYQxZGLGMFU7//w8+ABgdHBcMom6EQpgQBa0zgxfFAQnoXx0kzFAgCF2Eh5pgZkhAYTBGoA1fKYpINz8MHzleG8IcgipcCwVgEBtAJG8em1AQGwA5NtbUwxdGGCI=
1001000009458,Lindau,Marica,03.09.1207,Weisswasser,X,glVN1GEJngA8RLXJIJUa5yRoXaFJyOJwwwmLESwdG1jZZIWTkIOSnTq5FCNjUQBY2DdHJBngEpigBxXrQwyMpFw9LJh0RnUAb52AF+5AoxUF54cS6AyI44hkExh4UQFxLZgPA0KYpxggZeXOZTHCgHORtyMWS34cVwhGGXs=
1001000009465,Schwital,Andrzej,04.09.2009,Oranienburg,F,h8xaAyxMEFDOMYSB1kIooCDGX/mUDgNm0rqR4oATd+HhyvyCqs+CstqpgfSnsdyO0zsHFDlWJkmSxv9CLD9VVARtkgfCiCATupbrx7hHUWEA8CQV4gFU6eJinBAgEyvCAMFk39Zsa05wpAmGJxPIMVJQooC86sgLVCBWxjE=
1001000009472,Bluemel,Karl-Wilhelm,02.08.1412,Goeppingen,X,w1fgA0dl1OzGSXGZMCuNrJEVf8mhuA8zv6eKQQYYPsV+B1j/kQiyFIpqBjUhyRAjcXSvqv8qxAz4CDZnAy18kZwV/LYeZjEwenssq/YquecttSg/oI0NoMLglUc304nPFUARlTFyP8ZLRWYaagHeabAPDRd5FN4tHR6LNgE=
1001000009489,Vollbrecht,Sina,27.08.1004,Karlsruhe,F,Pdk/zQTdhjp+RJqT8+UZK49Wn2K6jmIksPkKaYCEdlqRxC6jKHGYYxoaBJdm0SjMGBjHJy+YTNyBFN+7DxMrDhUIQpOGaRi2agwJiLZmmJ0slEuB1Y2HOhoujD8vVBhMUkJCueU9EB8wUpIBRDPDBwoAH8Rv+BoRKAIQGgQ=
1001000009496,Geisler,Tomas,07.08.1009,Bad,M,jNWRRERICpoaxBKBACABjGYELOCWhAoA6FarWRqcEyCRpCojEjgGgRL//1UyiQIAGI+GoQAQYLxdvbSgASUOgQicGx+NTSiQKR3BuJoJoFNAfEgaiAARKAjmWg4MmIx6kMo8ECAYXABwCCkJIBs/C5kIllAwTP6qAkpWOJI=
1001000009502,Bohnbach,Massimo,19.09.1713,Mayen,F,QUoPbkQdkaSkUQSBtOGH8GWwncMCiArwUIscJa/UUEGD4E2PKKGTkSsZICdE4bqpkRMHsCJFVFgMhaaozScBAdBJe5XUZRiXCLyMSNlgAsyApqScyGnLIgpGZwls0LlxceASUpC4xQtCUyNYAAgCgQsIGnFJfSIVl4TGFHE=
1001000009519,Plath,Renata,15.08.1613,Bad,X,Z/EBikTJFqgaWDCNFKSwARIADwMmxDpB50yqYVSwSFAdEQIHkEIABTAsYldYoIgi+DhJJgnkZDBOJAFiawUKJAQgCpQUoGSU6TAhfogkgFENBOMYlkg5nEgKQ1wFuYooAEA8pGC4cFJIQKAAUKqzASEJVAZgZFIy50IU8BQ=
1001000009526,Bender,Guenter,28.08.1806,Greifswald,M,xlLgCGHoEohCzpYZCFAgjRdCrIQAsMsaKgpaD3oNCLhQYgiHEIgMxXL+/zu4qhtAGxGMqk5Ic4C4wiG0BTOIAGhOCDYMIECxWNSAuMSB6lMAZDi+oQhRKMiognoUmqmOUUI2YO8QCAhgDDYiCGG+m1IJtkIw7BqClBgyOYk=
1001000009533,Hethur,Theres,19.08.1807,Niesky,X,pMrAI2RBDIyLwXErkQVZBRegrJEBogpCI+VafU2pKHgUMBUBksKAiQL//zV2hgBYKPvkIB1JAbEGDoGiwSSYIMwRSJociDsXScklA8EN9NKExSASkxCiiM2QChgAkQpaeEsIEqG8hRcSeCAIQCKaSTgBxANiaBJAOsHGEIY=
1001000009540,Ernst,Stefania,14.08.1812,Lobenstein,F,ideCg4RRmAYmQrEHkGQsRQ+FTWQBfSq0sIMMbQi3RGsZoow7KYNRsFooijWSmBpNeZVd7GSIBUrCAquwx4AN5c09WCiliRAmKoUEA5Qs6H8RxCUWgBnMCM5ih4hkEPvbOFIKQV00Oy8ITW4SBApawpBCjgNsMM6ZMSYcOSA=
1001000009557,Gutknecht,Jonas,13.09.1013,Meiningen,U,JdlpWA3smpooWASXF6uLOXEBWcCCmQowzKgYbaqYBXmQhivTDAwauQMZoCckGxJBnbsSskgMAo6IjZxiSAYGSe1pd6IUzZgzLpUMy6IADCwIb8Vdw6n4oQjsjJgakZk0Us4DMpT9i2JhEDnQAGhbuJlIAjYYui5ZkRwMKyA=
1001000009564,Tschentscher,Ercan,03.10.1508,Northeim,F,jHCaWwHMsD5KzLJPgPMp4RfAXJC4aAK8cJyJ4YqiVGgA6DkDJsMAwCr+/584sQooOtWIoC1wAsTCi76w6RaPIEghTEiMh4UyMCQJo7CZwGgF9GAQ4AiwKbNohpgqOAtaW8oONLYwGhkaGKnIABoSyhoK5yOoaCKgagBYmaA=
1001000009571,Mende,Ivan,18.09.1109,Jena,U,hUJIGCSIgA5ByMyLFICDwKGKSACgOEMg2IkJzaoSFamAAKPTAIAIiSsxU4OukBlYD5IcukoIoIYAhSUtSgYGmChpNCAl1YFAmJAAwZuABJABKmH0ggloOF5oEIuIGQgmNYIAUTHUhQhoFQsKoE2SAMBBryJRqE5JFIhHAaE=
1001000009588,Baerer,Betti,21.09.1713,Eckernfoerde,F,iUyLLuFJAQEBWEExmAHcYeRA/39z6khn2fPYYELIfbiC9wgLaAHIARL//wdVNqoI0HMMJyQE0cBsR8MoRwMNkEgIDJzkKQCHIHSIWJC1A+gA5KGTmCQrEQDCZMts0BgCRNI8SxGcVTtkyxVHIBm6gRGOKihtZQs00AUnEHY=
1001000009595,Vogt,Amir,25.08.1302,Zschopau,U,Ak0RGABlAZBuX3UCRACFCAAwyQCSfBxE5IAI5USwZEAVGCJDTU4AAQr+/1E01EBBlERPNNDEDIhJBeDkTRxYC0lMBtNnYQChwwBASY08zA0wBOBCiVXIHMBqAExM1RpcEFICQ4DcMJYJKPg0adp2XRMI9EhwQg5YzBQVXEA=
1001000009601,Trupp,Zeljko,23.08.1013,Kitzingen,M,hVEhGBFkspIi8dIBMIuZREsTCPPKCJ6QdYEOYwK5SmEYIiDTBAMQ0CBaOhcp8DaHifHGoDoMCZTKnzyiTRR+DZtBfLsVw1AIcAm16rA7vCgYJfrUtakYvRAjlAqQ0qkOElmlhJK7G84pSDJYgB+CirsI7QwoXqYxlYwYv6A=
1001000009618,Hande,Steffen,16.09.1409,Erding,U,qVFYWCQISk1GSoePBJEIxGalTAAAvipV1A4LRWqGB/KUghVbMYEYBUsreEGeABqdbjIdrk5AIJDEhT0iBAYkzY1ojihFxSQBCFUIQZoczOwAZSDHhAheLNpMlJ5QWTBeC4KEUKlUO01pFA8SYUmWg8BCIyYeKM7AZAJGLbE=
1001000009625,Krein,Alice,01.10.1005,Luedinghausen,X,rVg5BIEBhZJEQSILuANRRQUxXF3aasgwd/Iq0V6XXnURTiPTyIg4lxwQVidjRTCR23IGICM4rISgBhVqDzAPCBRx2rLVxTkUQIFM17uESbFMFWyXkiUIxlgk3RIRHQMRO1II+bAYg9IZZeAVRBiGi4UBeS5DFxaRdARcMoQ=
1001000009632,Weimer,Jann,07.08.1302,Cuxhaven,X,qcSJCERMBIBucNALGIDgYQWyb3EigV44s0iqPY7eGGUUMApTw7AYXIr+/5eowJFJkbWGJAQFAJqLBTCkSyBKBFwlfJqd5bEFSg1EerYEoMNWXKASwCE4goLBB4cAmSlLPcYIIjCYJY0IYGoAQAuWitEJjcJhMhYZlARCQno=
1001000009649,Lorch,Melissa,23.08.1913,Hoexter,F,5UMPuoVksA4icHQBxqWK5IEEXwkqmCpy+KeIIaq4ctIJoB2HPgGUkQsJqDew0QgYwDHE4DCFAdJLopa6SzINhLgRt4L0YBGScNQcSPArmYAT7pUI04D6aRgiEQgwmNk8DFgJFsSYgpkAcFNdAwpiCWsIh9LtbSIVkwADmHE=
1001000009656,Haering,Leif,07.08.2012,Hohenstein-Ernstthal,F,odW7xEVV2odCKH8R2qc55d1hbXGH2Eg0sMuocQi9Un/RoqonMnE5gBqwrl8xoRpMXRmPVCUCB9rAJopax7At4UkVWXupwbBGS805iwJC6HvJ5aYSojnogZikw54mgNJ7u9qOoTQIqwsgYeAQThs8n5cuDgs8o5wJVQgKMZ4=
1001000009663,Wulff,Joerg-Peter,27.08.1511,Luckau,U,peiB2WDRlGbOQZ1kNLVhBIUobOiiEohwqACI5eKFfGgxvGLT6HA4GWj+/1EkglljbJMMIUxlZJ6RBwEgKRQKwNh4DoZH1YAlYOwUm4vEjkEEXWRWw2RwAsEqE4YA8SAeGlNIIZlVBgFc6XLJQkuSgB7AvkIo4Bb4EAlIGII=
1001000009670,Jaehn,Piotr,06.10.1707,Wesel,M,DEJYSFCgYxKqwAIDMIUJ9gYoyhKQgIrqEBLaXIrHkAhaQHeLAIMYjYD+/wskogJBGNAMpAoUEJaOgTjgCYSKAUAlBJkuJZERAyWo+NcAZk4MOeqDxBgoJojiApnEMYDgOQIoE6UYSAkQaIIACDqKigCAmQmDf5cEggBSDQI=
1001000009687,Stumpf,Julia,06.08.1612,Vohenstrauss,U,sVRQugRVWYZWQT0XNCUph9csfQAPfSAtpIeKhYiYXlGVEUbrUEATnfIozDu0iTpFHfLVtU2EbJoXDVk7zzQNpkRt1hQN0JS3vgRRgZ7M5QshTQNThG3sTZmID5xE0YDdPFJGJPNUuUcMAdCFCNoSnBDUfA1+QTZbkXBeHAA=
1001000009694,Kensy,Claus-Dieter,22.09.1003,Artern,F,xWGTXEEJgjsoe3RooIRRADUSTmCaPAK8fJioakhEXiap8SuzKEnMMEL//+drARgJudMIoGw8p9RoRJszyghPEGzpyI6sKVY3CBAc0PCkskwK8EgbwAjoLchpxQop2HuXWNqskGyaF3ka6ENCGDHaqjMMmqAMM8IQVic1CtI=
1001000009700,Gumprich,Gero,16.08.1609,Eisleben,X,2VSZAk1sVsgORHS9VIAS7HUHHcFAMINVZ40bAYQ0XXGc5awFoQoYFTIVQF0yyTrBoTdgJGNEQhBeBCQwjQoNpB0NWhoUATSVSRxMCtg0gmgUZrObzGlQpABiFpxkEY9KFMIFQZGwv0ghRTMgZFKWkFZbFgYw0FYT8RxkJII=
1001000009717,Mielcarek,Gitte,04.08.1713,Sternberg,F,AdEjDCdpk8nOUlUCkkTaSCUMfIEiHArwvOMZISDNdDC+yryfKguAoUI4IHdF+PgcgDTUoH7EkcDqgcNy5zEdSEwBooDtCgIHPKyCSfBmwmIQhqCPuIxNAdjyVBBo0HipGFBkxz6Yjf0ZQAPEJZpKiSNMDqTvPYI09FgnyvQ=
1001000009724,Schmiedecke,Marianna,11.08.1103,Bad,X,JFELysTEnoIWcrlPAMQL5ALOGgGOjyIAu4iO5fziXOgRCKWzuMMOIVg8INe1uUEcPqDGqhq05jYC5OxiRx8OvAwgKLQVgSYVaZwd0uAEkFkMBuGWyAydoBogTwgl0Qo6EEA0SOA41j1IQCgJYCrTwQsBPqZk7PIWdmpVGKA=
1001000009731,Ullrich,Juliana,18.09.1011,Freudenstadt,X,5VppiITcn65URb4NFKYVoGeMHQHJ8ydu65uKzZ6SzkuRROdniBCBnHkd4heoTTNJWbLc6xGsD2agpDUuygJqpDQpGxQU2bCS+dhJyoKnY5AMaMEewGFg4Uvmwr4gE8hCOpNAENM4T4NEUDsMRGHCkAAFvsJAuxJXdStNIKA=
1001000009748,Eimer,Darko,01.09.1912,Cottbus,X,iVawKIYJDYAwwUeLAIMAkCwQPYGhIookw8k7EU6EGXKYoR8TiAggCDv//yMbACIQkWMVojgHAJhChCRiBwA/kJwNOpqVwyEGShjkc9iIAPkf4BICgCwKpIBD34gCcSBTBpIvX5M8/wIgUeOJ8AjWkpMjpttBKlIMB8JMAFg=
1001000009755,Misicher,Hans-Detlef,01.09.1008,Oranienburg,U,pUm53c1cgPZOQ72hFiJz5OSAfCjWniJW4JqZzeCbPfOx/nrjGIUPEVr//1OX8VyMn3uxqFdSJgWA3fRipTZe0d15v6VtwQAVONBY07hl3EYIf2TXyClhqOrg3BBokRi+msrsW7J8z09yiC2HJVIe6xBQNkAsKsZDeiFfQjI=
1001000009762,Kraushaar,Danica,02.09.1607,Eisenhuettenstadt,F,S3FLgOV8jPZURdeNuCQSwW2WXqTB+Kb82NeZPRDTXz+d1A3boJGBHD7//0VzRDoMlRZcZLnqjfBkJbZ2w4jfhxE90cjFix0nKVHhUO6lcnQVoRtZpA3IqipAV557VdLWOpUNwl6Y141uUJmgJmFOAGU63rRpJ9JXdgNMKro=
1001000009779,Flantz,Rena,21.08.1707,Neustadt,M,MVBAi8LZBywTzZIIEqQkAFeAHgJR7jpM4FXKFVKKFBoTUQ8LiFmJgRmMbBdpiKoJWFBc7xmgvqQhoCUiRxbuBBAoAYoUgHEk6WXDNJCl6sENJakCkQlCrAuoSzyJGsjOSEFwCso5yNNIGBgBkCMSCwIC7IhhaFLWlgMMGSY=
1001000009786,Kambs,Harri,05.08.1509,Rathenow,X,oXkSAkDojuzKQNONsOM05GUC/3+kyFAWYwgb6Uy5W1mwGsCZmEEBAWIBgjszpdgkj7qAJFTqEsBgRwVyISwso8UrWJNeCKiAWHoRI/gQwsIVdMiSoMWggVrgGVpk9RpcCcAK4DCQJwMpQKEA4gje+QuNT8IgYFIlUAhG3hA=
1001000009793,Sorgatz,Helga,04.10.1611,Marienberg,U,NdMQm0XokNZsQS3FFtQrZaRcTwPQnHpBzJUY1SGRFAktUrXBGAKJJQEYRlMcUBENPXJAYHHQEoXHvVLqJgUXZCxBPwFmyUQ+uOwFh5lGVEEQ1mtVhIFFMMhiFFyIkQolGQBU33FVsdUSCSRMhda6QSFAGQWs/AZTWEg0QfE=
1001000009809,Wilmsen,Svenja,15.09.1108,Kelheim,U,DnIImgRIku7eSB6KpIcp4SMs6oiqXCI2eACI7Qou1grhDifphMIygaM5MhGsgSpmDAPooEzqAoTixQbzLzSqRM5IVYIebZgg6L4B9aIFhCIEdHlCwUhsKlroBFrBu6jOOcqKsGx0AEcBuKGIg0iWiIAIzxqkyC5wQgjmW4I=
1001000009816,Wende,Claas,01.08.2010,Guben,U,heRwmOBMmJoqaBQLFiIHaFEyacGQFhoUoJmoTWgcHOFAESxSKGgYlQIwgFetyBpRHxiIOMqcJQwJgRiGBScLCQxNVqAJz1gUCgAUmzAEhAsaNEDaSC1AjpDtzAoZiQtdGsUAWTBOqUg6JGBDFFGamFgIpbAwEixJFCweAcM=
1001000009823,Schottin,Gisbert,19.09.1003,Hersbruck,F,p0+7ZG2eAT4ncYdCmGFDbWXMnCC7jEog3rIqaMvXfWCwrH8HcqncwFMRdGcSi2lMWhMMojM3ANy4h96izzIPgJ2MCpG0RQTyJlyN7dW3pNSg+Gao4zCeMAj+BQAgkB4THZMoMbC6ij8wkAdJYDhyCxM6I0Rs/h8wEpj+gHA=
1001000009830,Bohlander,Hedi,11.09.1710,Hoexter,U,pUjUGeWpkRYkYLwBRsQJpLWI//+wlgISaL6YxGquNLqS6XFLHkHIESn//wPVIACYHlOEuEAQdYZC7XAyRo9GAEhpjKRkwUAUAHSA2dAABsACdEDSggBhJopoQQBFGUgGWJIRGERUhFlSdAlLElHywVEAK4CV7A5FnAhWFOE=
1001000009847,Austermuehle,Mijo,20.08.1206,Zschopau,U,gHygXFThhZJKTxVKdIAPwgQyX5ARPJv+qoEIhSwEBGDV6CP7SUwYBWBomFtkkHCZn0ENNH5ABJixBak0DZwaCUhdv1sN0IAhWshAmcqczk0JZhDKmVxIHPw4gRxclyr/sNoIQczcuBzIKdq0adq+yToINCmoaodKzRYVGPA=
1001000009854,Berger,Vinko,19.08.1906,Beilngries,F,gVaCL1T3UMAOxDHLiJEAhU6GrJARCMp6PIRbcS0hSSgcpwzRIIOA0jP+/z8KgigJOTdHIzHBSNGGBvazgwUvIsgECRSOwsGjCF6ko8yMlNqhxTKAgAmDIAisMyg8UQaaNlISBYGwnUxxAOpq6AY3DRIaB09oBFYDocLiEYI=
